Hybridization REF,chrom,start
LOC554234,11,25566488
LOC645705,11,26024165
TMEM16C,11,26309547
MUC15,11,26538428
SLC5A12,11,26669781
LOC387758,11,26972204
BBOX1,11,27019574
LOC645268,11,27073867
CCDC34,11,27316637
LGR4,11,27344084
LIN7C,11,27472699
LOC283114,11,27559742
BDNF,11,27633016
LOC159770,11,27784093
HSPCAL3,11,27862352
LOC645304,11,27866280
LOC645308,11,27866280
LOC645797,11,27956786
KIF18A,11,27998742
METT5D1,11,28088435
OR2BH1P,11,28964758
LOC401677,11,29254077
LOC645846,11,29703887
KCNA4,11,29988341
LOC645891,11,30023790
FSHB,11,30209139
C11orf46,11,30301225
MPPED2,11,30388347
FLJ46154,11,30808501
LOC653685,11,30843096
DCDC1,11,31240747
CYCSP25,11,31258791
ZCSL3,11,31348010
IMMP1L,11,31410525
ELP4,11,31487901
PAX6,11,31767034
DKFZp686K1684,11,31794626
LOC645981,11,32020120
RCN1,11,32069267
LOC646008,11,32207920
WT1,11,32365901
WIT1,11,32416051
hfl-B5,11,32561967
LOC493860,11,32580368
RPL34P2,11,32736390
PRRG4,11,32808065
FLJ21924,11,32904094
LOC91614,11,32994304
TCP11L1,11,33017720
PIGCP1,11,33054166
CSTF3,11,33062706
LOC646077,11,33168341
LOC390107,11,33215130
HIPK3,11,33264531
C11orf41,11,33510296
MGC34830,11,33650553
LOC646109,11,33676551
CD59,11,33681132
FBXO3,11,33719066
LOC646120,11,33765173
LOC646130,11,33806898
LMO2,11,33836698
GPIAP1,11,34029806
FLJ10774,11,34083725
ABTB2,11,34129111
CAT,11,34417054
ELF5,11,34456918
EHF,11,34599244
APIP,11,34860421
PDHX,11,34894741
CD44,11,35116993
SLC1A2,11,35229329
DKFZP586H2123,11,35409950
FJX1,11,35596631
TRIM44,11,35640929
LOC119722,11,35838370
LDLRAD3,11,35922188
FLJ45212,11,36247410
COMMD9,11,36252086
FLJ14213,11,36354131
TRAF6,11,36467302
RAG1,11,36546139
RAG2,11,36570069
LOC119710,11,36572669
LOC646310,11,38256611
LOC646320,11,38459668
LOC646331,11,38512005
LOC646339,11,38625671
LOC646388,11,40061887
LRRC4C,11,40092329
LOC646413,11,41497027
LOC387761,11,42192929
LOC646447,11,43239636
API5,11,43290109
TTC17,11,43337067
LOC120449,11,43500102
LOC387762,11,43548532
HSD17B12,11,43658881
DEPC-1,11,43858971
LOC387763,11,43903468
LOC390110,11,44026107
PHACS,11,44044433
EXT2,11,44073675
ALX4,11,44242734
LOC646535,11,44517905
CD82,11,44543717
TSPAN18,11,44837628
TP53I11,11,44911165
PRDM11,11,45072140
SYT13,11,45218429
FLJ41423,11,45349524
CHST1,11,45627003
LOC646606,11,45643603
DKFZp779M0652,11,45749565
LOC646615,11,45782053
SLC35C1,11,45783912
CRY2,11,45825605
MAPK8IP1,11,45863778
LOC143678,11,45884667
PEX16,11,45887796
GYLTL1B,11,45899772
LOC646628,11,45900542
PHF21A,11,45910693
LOC401679,11,46100123
CREB3L1,11,46256136
DGKZ,11,46311315
MDK,11,46359194
CHRM4,11,46363216
FLJ20294,11,46374540
LOC646649,11,46571599
FLJ32675,11,46580987
KIAA0652,11,46595703
ARHGAP1,11,46655206
ZNF408,11,46678944
F2,11,46697331
CKAP5,11,46721660
LRP4,11,46834995
MGC4707,11,46914827
ZNF289,11,47142428
PACSIN3,11,47155654
LOC646660,11,47169274
DDB2,11,47193089
ACP2,11,47217429
NR1H3,11,47237309
MADD,11,47247535
MYBPC3,11,47309527
SPI1,11,47332988
SLC39A13,11,47386758
PSMC3,11,47396896
RAPSN,11,47415891
CUGBP1,11,47446521
KBTBD4,11,47550326
NDUFS3,11,47557208
LOC399888,11,47564774
C1QTNF4,11,47567792
MTCH2,11,47595446
AGBL2,11,47637719
FNBP4,11,47694645
NUP160,11,47756246
PTPRJ,11,47958689
OR4B1,11,48194938
OR4B2P,11,48205557
OR4X2,11,48223232
OR4X1,11,48241989
OR4S1,11,48284351
OR4C3,11,48303069
OR4C4P,11,48323441
OR4C5,11,48343625
OR4C2P,11,48348058
LOC646704,11,48398372
OR4C10P,11,48410330
OR4C9P,11,48442181
OR4R1P,11,48464314
OR4A47,11,48466921
OR4A48P,11,48469849
OR4A46P,11,48474446
OR4A40P,11,48490448
OR4A43P,11,48504192
OR4A45P,11,48557564
OR4A41P,11,48567867
OR4A42P,11,48588191
OR4A44P,11,48605608
LOC646735,11,48878403
LOC646738,11,48924319
LOC120824,11,48953626
LOC340970,11,48963996
LOC283116,11,49005635
LOC646749,11,49026396
LOC646754,11,49031842
LOC196346,11,49044223
LOC646759,11,49049067
LOC646770,11,49095138
FOLH1,11,49124763
LOC283247,11,49252430
TYRL,11,49382829
LOC653698,11,49410695
LOC646774,11,49412628
LOC440040,11,49554218
LOC283257,11,49811098
LOC387770,11,49822087
OR4A1P,11,49876406
OR4A49P,11,49893240
OR4A18P,11,49895618
OR4A19P,11,49898539
OR4R3P,11,49901178
OR4C13,11,49930551
OR4C12,11,49959684
LOC646797,11,50082621
LOC646798,11,50162296
LOC646801,11,50180963
LOC441601,11,50195570
LOC646809,11,50223432
LOC646813,11,50323175
OR4A6P,11,51250039
OR4A5,11,51268024
OR4A7P,11,51282496
OR4A8P,11,51292035
OR4A2P,11,51307645
OR4A3P,11,51312405
OR4A4P,11,51315263
OR4R2P,11,51317902
OR4C7P,11,51339903
OR4C46,11,51371858
OR4C50P,11,51383450
TRIM48,11,54786234
LOC440041,11,54815941
LOC642400,11,54819464
OR4A11P,11,54842612
OR4A12P,11,54849808
OR4A16,11,54867253
OR4A15,11,54891936
OR4A9P,11,54912581
OR4A10P,11,54956009
OR4A17P,11,54968487
OR4A13P,11,54990823
OR4A50P,11,54999995
OR4A14P,11,55001603
OR4A21P,11,55015208
OR4C1P,11,55033790
OR4C14P,11,55061054
OR4C15,11,55078359
OR4C16,11,55096180
LOC642568,11,55107444
OR4C11,11,55127493
OR4P4,11,55162410
OR4S2,11,55174956
OR4C6,11,55189219
OR4V1P,11,55197689
OR4P1P,11,55207392
OR5D2P,11,55239049
OR5D3P,11,55250466
OR5D17P,11,55279029
OR5D13,11,55297490
OR5D15P,11,55311017
OR5D14,11,55319608
OR5L1,11,55335519
OR5D18,11,55343682
OR5L2,11,55351271
OR5D16,11,55362804
OR9M1P,11,55379644
LOC390146,11,55396181
TRIM51,11,55410032
OR5W1P,11,55427396
OR5W2,11,55437702
OR5I1,11,55459508
OR10AF1P,11,55472171
OR10AK1P,11,55481267
OR10AG1,11,55491610
OR7E5P,11,55503280
OR5F1,11,55517733
OR5F2P,11,55539069
OR5AS1,11,55554471
OR5AQ1P,11,55578417
OR5J1P,11,55595163
OR5BE1P,11,55606853
OR8I2,11,55617360
OR8I4P,11,55621296
OR8H2,11,55629095
OR5BN2P,11,55640691
OR8H3,11,55646425
OR5BN1P,11,55656718
OR8J3,11,55660823
OR8K4P,11,55666567
OR8K5,11,55683446
OR5J7P,11,55689552
OR5J2,11,55700670
OR8V1P,11,55712383
LOC642890,11,55729173
OR8J2P,11,55734908
OR5T2,11,55756158
OR5T3,11,55776252
OR5T1,11,55799691
OR8H1,11,55814179
OR8I1P,11,55820592
OR8K3,11,55842359
OR8K2P,11,55859194
OR8K1,11,55870091
LOC390158,11,55878778
OR8J1,11,55884299
OR8U8,11,55899676
OR8L1P,11,55905687
OR5AL2P,11,55917781
OR5AL1P,11,55936748
OR5R1,11,55941310
OR5M4P,11,55972720
OR5M9,11,55986521
OR5M3,11,55993626
OR5M2P,11,56003543
OR5M8,11,56014487
OR5M7P,11,56024351
OR5M6P,11,56036286
OR5M5P,11,56050619
OR5M11,11,56066392
OR5M10,11,56100826
OR5M13P,11,56121559
OR5M1,11,56136607
OR5AM1P,11,56143798
OR5M12P,11,56152984
OR5AP1P,11,56157215
OR5AP2,11,56165541
OR5AR1,11,56187738
OR2AH1P,11,56193072
LOC642975,11,56214276
OR9G1,11,56224440
LOC643138,11,56260287
OR9G3P,11,56264231
OR9G4,11,56266880
OR9G2P,11,56275049
OR5G1P,11,56299338
OR5G4P,11,56314173
OR5G5P,11,56325911
LOC643044,11,56341144
OR5G3P,11,56343631
LOC643181,11,56423980
OR5AK3P,11,56495101
OR5AK2,11,56512965
OR5AK1P,11,56542142
OR5BQ1P,11,56553438
OR5AK4P,11,56561585
OR5AO1P,11,56569130
OR5BP1P,11,56579751
LRRC55,11,56705797
AGTRL1,11,56757627
TNKS1BP1,11,56823694
SSRP1,11,56850035
P2RX3,11,56862525
PRG3,11,56900819
PRG2,11,56911410
SLC43A3,11,56931003
RTN4RL2,11,56984915
SLC43A1,11,57008583
TIMM10,11,57052512
CHASM,11,57066408
UBE2L6,11,57075705
LOC390183,11,57100293
SERPING1,11,57121603
YPEL4,11,57169137
HEAB,11,57181206
ZDHHC5,11,57192050
MED19,11,57227762
TXNDC14,11,57236618
C11orf31,11,57265298
LOC643376,11,57268182
CTNND1,11,57285845
OR5BA1P,11,57390350
OR5AZ1P,11,57441350
OR5BD1P,11,57469645
CYCSP26,11,57529434
OR6Q1,11,57555001
LOC643402,11,57565553
OR9L1P,11,57601397
OR9I3P,11,57632768
OR9I1,11,57642548
OR9I2P,11,57668897
OR5BL1P,11,57695137
OR9Q1,11,57703493
OR9Q2,11,57714539
OR1S2,11,57727252
OR1S1,11,57738793
OR10Q1,11,57751964
OR10W1,11,57790840
LOC399898,11,57808145
OR10Q2P,11,57815877
OR5BC1P,11,57841688
OR5B19P,11,57867862
OR5B10P,11,57873034
OR5B17,11,57882174
OR5B1P,11,57889970
OR5B15P,11,57911620
OR5B3,11,57926514
OR5B2,11,57946381
OR5B12,11,57963256
OR5B21,11,58031225
LPXN,11,58050920
ZFP91-CNTF,11,58103225
ZFP91,11,58103225
CNTF,11,58146721
GLYAT,11,58232806
LOC643589,11,58273043
GLYATL2,11,58358118
LOC643429,11,58402357
GLYATL1,11,58467298
LOC643637,11,58564867
LOC643652,11,58608768
CANP,11,58631286
FLJ22794,11,58668828
DTX4,11,58695973
MPEG1,11,58728722
LOC341112,11,58748234
LOC390192,11,58785754
LOC643709,11,58811388
OR5AN2P,11,58833691
OR5BR1P,11,58856805
OR5AN1,11,58888508
OR5BB1P,11,58915402
OR5A2,11,58946028
OR5A1,11,58967218
OR4D6,11,58981010
OR4D10,11,59001479
OR4D8P,11,59015701
OR4D11,11,59027625
OR4D9,11,59038962
OR4D7P,11,59055746
TRK1,11,59084384
OSBP,11,59098447
FLJ36874,11,59160770
OR10V1,11,59236965
OR10Y1P,11,59252568
OR10V3P,11,59265374
OR10V2P,11,59272860
STX3A,11,59279465
LOC653327,11,59305131
MRPL16,11,59330189
GIF,11,59353322
TCN1,11,59376858
LOC390203,11,59422234
LOC643881,11,59466935
LOC255649,11,59507504
FLJ36198,11,59564324
MS4A3,11,59580677
LOC441609,11,59602244
MS4A2,11,59612713
MS4A6A,11,59695656
LOC643680,11,59737144
MS4A4A,11,59804715
MS4A6E,11,59858931
LOC643922,11,59892080
MS4A7,11,59902534
NYD-SP21,11,59920553
MS4A5,11,59953638
MS4A1,11,59979858
MS4A12,11,60016827
MS4A13,11,60039462
MGC39681,11,60139822
MS4A8B,11,60223623
MGC35295,11,60281052
MS4A10,11,60309397
MGC2574,11,60366120
GPR44,11,60374983
ZP1,11,60391591
PRPF19,11,60414778
TMEM109,11,60438253
HSPA5BP1,11,60448522
SLC15A3,11,60461134
CD6,11,60495750
CD5,11,60626543
VPS37C,11,60654304
LOC643834,11,60714427
LOC643847,11,60737585
PGA5,11,60765245
FLJ32009,11,60782336
DDB1,11,60823499
DAK,11,60858726
CYBASC3,11,60872853
HSPC196,11,60886432
MGC13379,11,60916655
FLJ12529,11,60926777
FLJ20487,11,60954173
FLJ32771,11,61005168
LOC390205,11,61032801
SYT7,11,61039361
RPLP0P2,11,61139090
C11orf11,11,61204486
C11orf9,11,61279437
C11orf10,11,61313181
FEN1,11,61316726
FADS1,11,61323679
FADS2,11,61352289
FADS3,11,61397574
RAB3IL1,11,61421349
VMD2,11,61474424
FTH1,11,61488333
LOC399900,11,61491842
LOC390206,11,61535799
INCENP,11,61652210
LOC283236,11,61693341
SCGB1D1,11,61714286
SCGB2A1,11,61732716
SCGB1D2,11,61766300
SCGB2A2,11,61794206
SCGB1D4,11,61820330
ASRGL1,11,61861541
LOC644092,11,61895180
SCGB1A1,11,61943099
AHNAK,11,61957592
LOC644294,11,62070678
EEF1G,11,62083649
RBM21,11,62099096
MTA2,11,62117251
EML3,11,62126267
ROM1,11,62137199
B3GAT3,11,62139344
GANAB,11,62148871
KIAA1698,11,62170896
C11orf48,11,62186865
LOC51035,11,62200548
LOC221091,11,62210450
BSCL2,11,62214323
GNG3,11,62231706
HNRPUL2,11,62236679
TTC9C,11,62252528
ZBTB3,11,62275011
POLR2G,11,62285591
TAF6L,11,62295451
LOC374395,11,62311475
MGC3196,11,62314671
NXF1,11,62316219
STX5A,11,62330945
WDR74,11,62356960
RNU22,11,62376958
RNU31,11,62377374
RNU30,11,62377711
RNU29,11,62377952
RNU28,11,62378669
RNU27,11,62379060
RNU26,11,62379340
RNU25,11,62379613
SLC3A2,11,62380094
CHRM1,11,62432727
SLC22A6,11,62500645
SLC22A8,11,62516872
LOC644436,11,62571969
MGC34821,11,62642569
LOC387601,11,62687872
CCND2P,11,62767133
LOC387775,11,62814001
SLC22A9,11,62893837
HRASLS5,11,62987385
LGALS12,11,63030132
TMSL5,11,63044547
RARRES3,11,63060856
HRASLS2,11,63076818
HRASLS3,11,63098825
DKFZP564J0863,11,63153013
RTN3,11,63205498
LOC644417,11,63287328
LOC644472,11,63290929
LOC144097,11,63337499
ATP5LP1,11,63358640
MARK2,11,63412651
RCOR2,11,63435278
FLJ13848,11,63463044
COX8A,11,63498655
OTUB1,11,63510461
LRP16,11,63522606
FLRT1,11,63627938
STIP1,11,63710248
URP2,11,63730782
DNAJC4,11,63746212
TRPT1,11,63747847
NUDT22,11,63750338
VEGFB,11,63758842
FKBP2,11,63764989
PPP1R14B,11,63768527
PLCB3,11,63775698
BAD,11,63793878
C11orf4,11,63809907
KCNK4,11,63815451
LOC653485,11,63824431
ESRRA,11,63829620
HSPC152,11,63840739
PRDX5,11,63842145
FLJ37970,11,63864271
RPS6KA4,11,63883201
LOC644541,11,63934129
LOC439914,11,63973593
SLC22A11,11,64079674
SLC22A12,11,64114858
NRXN2,11,64130222
RASGRP2,11,64250959
PYGM,11,64270606
SF1,11,64288654
LOC644613,11,64302487
MAP4K2,11,64313185
MEN1,11,64327564
CDC42BPG,11,64348497
EHD1,11,64376784
KIAA0404,11,64418595
PPP2R5B,11,64448756
GPHA2,11,64458519
LOC283129,11,64461571
MGC20410,11,64511993
ARL2,11,64538245
SNX15,11,64551486
SAC3D1,11,64564981
NAALADL1,11,64568871
CDCA5,11,64601503
ZFPL1,11,64608270
C11orf2,11,64620259
TM7SF2,11,64635950
ZNHIT2,11,64640451
FAU,11,64644678
MRPL49,11,64646304
SYVN1,11,64651327
LOC387778,11,64694283
LOC440043,11,64698165
CAPN1,11,64705919
FLJ16331,11,64737885
POLA2,11,64786011
CDC42EP2,11,64838907
DPF2,11,64857922
TIGD3,11,64878866
LOC283130,11,64899239
FKSG44,11,64910699
TncRNA,11,64941375
LOC644700,11,64976996
MALAT1,11,65021775
SCYL1,11,65049159
LTBP3,11,65062850
FAM89B,11,65094076
SSSCA1,11,65094519
EHBP1L1,11,65100091
KCNK7,11,65116902
MAP3K11,11,65121802
PCNXL3,11,65139826
SIPA1,11,65162171
RELA,11,65178393
HTATIP,11,65236065
AYP1,11,65243618
LOC390211,11,65251212
DKFZp761E198,11,65299949
OVOL1,11,65311105
FLJ30934,11,65357986
CFL1,11,65378858
MUS81,11,65384525
EFEMP2,11,65390495
CTSW,11,65403860
FIBP,11,65407787
DIPA,11,65414451
FOSL1,11,65416268
Bles03,11,65440857
DRAP1,11,65443304
TSGA10IP,11,65469691
SART1,11,65485776
MGC11102,11,65520593
BANF1,11,65526126
CST6,11,65536038
CATSPER1,11,65540799
GAL3ST3,11,65566029
SF3B2,11,65576392
PACS1,11,65594400
KLC2,11,65781824
RAB1B,11,65792681
CNIH2,11,65802272
YIF1A,11,65808627
MGC33486,11,65815917
CD248,11,65838534
RIN1,11,65856118
BRMS1,11,65861380
B3GNT6,11,65869419
SLC29A2,11,65886568
NPAS4,11,65945051
MRPL11,11,65959881
PELI3,11,65990974
DPP3,11,66004471
BBS1,11,66034695
ZDHHC24,11,66063311
ACTN3,11,66070967
CTSF,11,66087516
FLJ10786,11,66114227
CCS,11,66117266
RBM14,11,66140673
MGC15912,11,66151977
RBM4,11,66162778
RBM30,11,66189045
SPTBN2,11,66209299
FLJ22531,11,66268783
RCE1,11,66367459
PC,11,66372573
LRFN4,11,66381549
SYT12,11,66547467
RHOD,11,66580897
FBXL11,11,66644074
ADRBK1,11,66790663
ANKRD13D,11,66813395
SSH3,11,66827577
POLD4,11,66875595
CLCF1,11,66888215
RAD9A,11,66915999
PPP1CA,11,66922228
TBC1D10C,11,66927988
KIAA1394,11,66940249
RPS6KB2,11,66952511
PTPRCAP,11,66959557
CORO1B,11,66962094
GPR152,11,66975348
CABP4,11,66979394
FLJ21749,11,66988405
AIP,11,67007097
PITPNM1,11,67015815
CDK2AP2,11,67030544
CABP2,11,67042994
GSTP1,11,67107862
FLJ90834,11,67126927
NDUFV1,11,67130983
LOC390213,11,67136884
LOC644955,11,67146880
NUDT8,11,67151985
TBX10,11,67155350
ACY3,11,67166602
ALDH3B2,11,67186209
RPL37P2,11,67206740
LOC654347,11,67235306
OR7E145P,11,67246506
LOC644999,11,67256022
OR7E11P,11,67259725
LOC645015,11,67270359
LOC645332,11,67315693
LOC441615,11,67329566
LOC645031,11,67340960
LOC441616,11,67476990
OR7E1P,11,67498282
UNC93B1,11,67515151
ALDH3B1,11,67534366
NDUFS8,11,67554685
TCIRG1,11,67563059
CHKA,11,67576902
SUV420H1,11,67680083
C11orf24,11,67785383
LRP5,11,67836711
SAPS3,11,67984775
GAL,11,68208603
MTL5,11,68231484
CPT1A,11,68278664
MRPL21,11,68415322
IGHMBP2,11,68427948
MRGPRD,11,68504066
MRGPRF,11,68528443
TPCN2,11,68572941
MYEOV,11,68818198
LOC390218,11,68827449
CCND1,11,69165054
FLJ42258,11,69177025
ORAOV1,11,69189512
FGF19,11,69222187
FGF4,11,69296978
FGF3,11,69333917
TMEM16A,11,69602294
FADD,11,69726917
PPFIA1,11,69794471
CTTN,11,69922292
SHANK2,11,69991609
LOC653621,11,70191598
LOC220070,11,70386543
LOC645416,11,70406307
LOC645421,11,70543643
LOC401700,11,70771295
FLJ42102,11,70794440
DHCR7,11,70823108
NADSYN1,11,70841865
LOC645474,11,70894755
KRTAP5-7,11,70915961
KRTAP5-9,11,70937114
KRTAP5-10,11,70954257
KRTAP5-11,11,70970688
OR7E87P,11,70982352
LOC255620,11,70991864
OR7E4P,11,71008794
LOC645544,11,71017739
LOC645511,11,71122773
FLJ10661,11,71176217
LOC285407,11,71188923
LOC645588,11,71205206
DEFB108B,11,71221894
OR7E128P,11,71282101
OR7E126P,11,71291598
RNF121,11,71317731
IL18BP,11,71387587
NUMA1,11,71391559
LRRC51,11,71469553
FLJ20625,11,71485986
DKFZP564M082,11,71498283
FOLR3,11,71524419
FOLR1P,11,71547507
FOLR1,11,71578250
FOLR2,11,71605491
LOC645601,11,71612899
INPPL1,11,71613473
PHOX2A,11,71627769
LOC220077,11,71638539
LOC401703,11,71669421
CLPB,11,71681117
ART2P,11,71909643
PDE2A,11,71964833
CENTD2,11,72073762
STARD10,11,72143532
ATG16L2,11,72203099
FCHSD2,11,72225439
P2RY2,11,72606992
OR8R1P,11,72638008
P2RY6,11,72653218
ARHGEF17,11,72697317
TNFRSF19L,11,72765053
PLEKHB1,11,73034871
RAB6A,11,73064331
LOC268276,11,73080022
MRPL48,11,73176009
CHCHD8,11,73261360
WDR71,11,73265681
DNAJB13,11,73339012
UCP2,11,73363364
UCP3,11,73388985
DKFZP586P0123,11,73423188
PPME1,11,73560016
P4HA3,11,73655350
PGM2L1,11,73719009
KCNE3,11,73843534
CYCSP27,11,73870943
LOC387787,11,73879208
MGC12965,11,73882133
POLD3,11,73981277
CHRDL2,11,74085122
LOC440055,11,74134353
RNF169,11,74137053
XRRA1,11,74196438
LOC645801,11,74264975
SPCS2,11,74337981
NEU3,11,74376827
OR2AT2P,11,74459813
OR2AT4,11,74477444
OR2AT1P,11,74519796
SLCO2B1,11,74539811
LOC441617,11,74629743
ARRB1,11,74654130
RPS3,11,74788210
RNU15A,11,74789083
RNU15B,11,74793113
FLJ33790,11,74811113
GDPD5,11,74823334
SERPINH1,11,74950818
MAP6,11,74975611
MOGAT2,11,75106582
DGAT2,11,75157456
UVRAG,11,75203923
WNT11,11,75575018
TRP2,11,75624205
PRKRIR,11,75738652
LOC387790,11,75770160
C11orf30,11,75833717
LOC645946,11,75833871
LRRC32,11,76046222
LOC390226,11,76076505
LRRC54,11,76171933
PHCA,11,76249601
B3Gn-T6,11,76423108
CAPN5,11,76455659
OMP,11,76491534
MYO7A,11,76516958
GDPD4,11,76605251
LOC387791,11,76689626
PAK1,11,76710708
DKFZp434E1119,11,76861133
LOC646029,11,76959686
AQP11,11,76978328
CLNS1A,11,77004847
HBXAP,11,77054922
FTHL16,11,77122964
PTD015,11,77209856
INT4,11,77267414
KCTD14,11,77404409
THRSP,11,77452555
NDUFC2,11,77457044
ALG8,11,77489636
LOC283219,11,77559943
USP35,11,77577512
GAB2,11,77603990
FLJ23441,11,77824886
ODZ4,11,78041530
LOC646089,11,78603512
LOC646112,11,79376204
LOC646169,11,80886166
LOC646176,11,81282367
LOC646183,11,81379662
LOC646195,11,82071709
MGC33846,11,82120694
LOC143543,11,82194045
PRCP,11,82213057
FLJ25416,11,82290417
LOC390228,11,82346146
RAB30,11,82370126
PCF11,11,82545861
ANKRD42,11,82583199
MDS025,11,82650150
CYCSP28,11,82717617
FLJ37266,11,82843859
DLG2,11,82848327
HT007,11,85017310
DKFZp586C1924,11,85036693
ZF,11,85049761
FLJ38159,11,85072541
SYTL2,11,85082912
MGC34732,11,85243792
LOC646261,11,85245753
PICALM,11,85346133
FNTAL1,11,85583821
EED,11,85633463
HSPC138,11,85690936
FLJ23514,11,85763426
ME3,11,85829798
LOC646291,11,86177515
PRSS23,11,86189211
OR7E13P,11,86221296
OR7E2P,11,86245736
FZD4,11,86334369
FLJ22104,11,86426713
LOC646313,11,87045207
LOC646321,11,87090737
RAB38,11,87486079
CTSC,11,87666408
LOC642259,11,87780995
GRM5,11,87880626
TYR,11,88550688
NOX4,11,88699160
PSMAL,11,89032113
FOLH2,11,89071258
LOC390231,11,89083115
LOC120126,11,89125601
LOC642362,11,89139408
TRIM49,11,89170471
LOC642414,11,89192898
LOC642425,11,89217584
LOC399937,11,89225662
LOC642435,11,89236349
LOC642446,11,89243260
LOC440059,11,89270233
LOC399939,11,89284231
LOC642508,11,89296886
TRIM64,11,89335322
LOC390120,11,89348264
LOC399940,11,89354261
LOC642569,11,89366535
LOC642579,11,89388853
LOC653111,11,89403928
LOC642599,11,89424653
LOC440061,11,89430388
LOC642612,11,89443007
LOC642623,11,89458766
NAALAD2,11,89507530
CHORDC1,11,89574265
LOC642650,11,89624056
LOC399942,11,89655379
LOC390239,11,91708846
FAT3,11,91723590
LOC401705,11,91739310
LOC642791,11,92287417
MTNR1B,11,92342437
SLC36A4,11,92520498
FLJ25393,11,92702812
FN5,11,92851286
LOC642897,11,92982252
LOC619383,11,93094328
JOSD3,11,93103016
PTD012,11,93114441
CRSP6,11,93157096
LOC387804,11,93193384
LOC642965,11,93323214
HEPHL1,11,93393412
PANX1,11,93501742
LOC390243,11,93678451
GPR83,11,93750131
MRE11A,11,93790114
ANKRD49,11,93866801
LOC643037,11,93885253
FUT4,11,93916775
PIWIL4,11,93940182
AMOTL1,11,94141185
LOC390244,11,94285860
HSPC148,11,94335933
JMJD2D,11,94346493
LOC390245,11,94398370
LOC643118,11,94408331
LOC643128,11,94422234
SRP46,11,94439757
KIAA0830,11,94462640
SESN3,11,94545781
LOC643191,11,94848456
FAM76B,11,95141765
CEP57,11,95163290
MTMR2,11,95205694
LOC643259,11,95311939
MAML2,11,95351088
LOC645238,11,95627227
FLJ23518,11,95725590
JRKL,11,95763462
LOC643381,11,97343987
LOC643403,11,98285961
CNTN5,11,98397081
LOC440063,11,100042406
LOC643481,11,100063620
FLJ32810,11,100335797
AD031,11,100368021
PGR,11,100414313
TRPC6,11,100827577
ANGPTL5,11,101266615
KIAA1377,11,101290963
MGC13040,11,101423409
YAP1,11,101486541
LOC120318,11,101670947
BIRC3,11,101693404
BIRC2,11,101723176
PORIMIN,11,101772273
MMP7,11,101896449
MMP20,11,101952776
LOC643590,11,102039934
MMP27,11,102067625
MMP8,11,102088540
MMP10,11,102146444
MMP1,11,102165861
LOC120321,11,102182979
MMP3,11,102211738
MMP12,11,102238674
MMP13,11,102318934
DCUN1D5,11,102438031
DYNC2H1,11,102485376
LOC643690,11,103020748
PDGFD,11,103283127
DDI1,11,103412538
LOC643718,11,103944704
CASP12P1,11,104262627
LOC643733,11,104279390
CASP4,11,104318804
CASP5,11,104370180
CASP1,11,104401445
COP1,11,104417263
LOC440067,11,104441430
LOC643754,11,104456396
INCA,11,104468406
ICEBERG,11,104513879
OR2AL1P,11,104570137
LOC653366,11,104958522
GRIA4,11,104986935
KIAA1826,11,105383839
KBTBD3,11,105427035
AASDHPPT,11,105453502
LOC643849,11,105482335
LOC643855,11,105687251
GUCY1A2,11,106063120
LOC642732,11,106199843
LOC341230,11,106552222
CWF19L2,11,106702293
LOC91801,11,106880541
ELMOD1,11,106967284
LOC643923,11,106967687
SLN,11,107083319
LOC203930,11,107111904
SLC35F2,11,107166927
LOC643949,11,107284311
RAB39,11,107304487
LOC643968,11,107358419
CUL5,11,107384618
ACAT1,11,107497468
NPAT,11,107533327
ATM,11,107598769
MGC33948,11,107707136
KDELC2,11,107848053
EXPH5,11,107884886
DDX10,11,108041026
CYCSP29,11,108198270
LOC644048,11,108322748
LOC399947,11,108798085
LOC260340,11,109281865
LOC644109,11,109358696
LOC390250,11,109425463
ZC3H12C,11,109468743
RDX,11,109605376
LOC644156,11,109672000
FDX1,11,109805804
LOC644183,11,109852143
ARHGAP20,11,109952976
LOC120364,11,110163944
MGC50104,11,110631917
FLJ45803,11,110669380
LOC120376,11,110674517
LOC644244,11,110682437
POU2AF1,11,110728190
LOC644277,11,110804433
BTG4,11,110843465
FLJ46266,11,110890720
LAYN,11,110916443
SNF1LK2,11,110978380
PPP2R1B,11,111102846
ALG9,11,111162218
C11orf1,11,111255475
LOC644338,11,111265133
CRYAB,11,111284560
HSPB2,11,111288709
MGC14839,11,111294847
DIXDC1,11,111353284
DLAT,11,111401381
PPIHP1,11,111405580
LOC120379,11,111443736
FLJ10726,11,111450221
TIMM8B,11,111461079
SDHD,11,111462832
IL18,11,111519186
TEX12,11,111543305
BCDO2,11,111551568
MRPS36P4,11,111584530
PTS,11,111602309
C11orf34,11,111624732
LOC644396,11,111636203
LOC399950,11,111643223
NCAM1,11,112337368
LOC643169,11,112623366
TTC12,11,112690539
ANKK1,11,112763723
DRD2,11,112785527
TMPRSS5,11,113063483
ZW10,11,113109119
LOC644672,11,113155728
LOC390251,11,113159555
LOC643230,11,113165973
LOC644688,11,113167326
USP28,11,113173807
LOC643242,11,113195069
HTR3B,11,113280799
HTR3A,11,113351120
ZBTB16,11,113435641
NNMT,11,113671745
FLJ20010,11,113775003
RBM7,11,113776594
REXO2,11,113815387
FAM55A,11,113897647
FAM55D,11,113946523
FAM55B,11,114054467
IGSF4,11,114550227
LOC441623,11,114914794
LOC644842,11,114953950
