"KEGG_OOCYTE_MEIOSIS"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_OOCYTE_MEIOSIS.html"	"ADCY3"	"ADCY4"	"ADCY1"	"ADCY2"	"PPP2R5B"	"ADCY7"	"PPP2R5A"	"ADCY8"	"PPP2R5D"	"BTRC"	"ADCY5"	"PPP2R5C"	"ADCY6"	"PKMYT1"	"PTTG2"	"AURKA"	"PTTG1"	"CDC16"	"PRKX"	"PRKACG"	"PGR"	"MOS"	"STAG3"	"PRKACA"	"PRKACB"	"CUL1"	"ANAPC1"	"ANAPC2"	"ANAPC5"	"SGOL1"	"ANAPC4"	"CHP2"	"ESPL1"	"SKP1"	"PPP1CC"	"PPP1CB"	"MAPK1"	"REC8"	"PPP1CA"	"MAD2L1"	"MAPK3"	"PPP2R5E"	"ANAPC7"	"MAD2L2"	"LOC728622"	"ANAPC13"	"ANAPC10"	"ANAPC11"	"RBX1"	"INS"	"FBXO43"	"FBXO5"	"MAP2K1"	"CDC23"	"CDC20"	"CDC26"	"CDC27"	"PLK1"	"SMC1A"	"SMC1B"	"PLCZ1"	"CPEB1"	"CCNE2"	"CCNE1"	"SLK"	"PPP2R1B"	"CDK1"	"PPP2R1A"	"AR"	"CDK2"	"SPDYC"	"SPDYA"	"YWHAZ"	"CAMK2G"	"PPP3R1"	"PPP3R2"	"LOC650621"	"IGF1R"	"CALML3"	"PPP2CA"	"PPP2CB"	"PPP3CB"	"CAMK2D"	"BUB1"	"PPP3CC"	"CALML6"	"CAMK2B"	"CHP"	"PPP3CA"	"CALML5"	"CAMK2A"	"FBXW11"	"YWHAB"	"IGF1"	"ITPR3"	"CDC25C"	"YWHAE"	"ITPR1"	"SMC3"	"ITPR2"	"CCNB1"	"RPS6KA6"	"YWHAG"	"RPS6KA3"	"CCNB2"	"YWHAH"	"MAPK12"	"ADCY9"	"RPS6KA1"	"RPS6KA2"	"YWHAQ"	"CALM3"	"CALM2"	"CALM1"																																																																																																																																																																																																																																																																																																																																														
"KEGG_P53_SIGNALING_PATHWAY"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_P53_SIGNALING_PATHWAY.html"	"STEAP3"	"LRDD"	"ZMAT3"	"RPRM"	"PMAIP1"	"PTEN"	"GTSE1"	"CCNE2"	"CCNE1"	"TP53I3"	"CASP3"	"CDKN2A"	"CASP9"	"SERPINE1"	"CASP8"	"FAS"	"TP53AIP1"	"LOC651610"	"CDK1"	"CYCS"	"TP53"	"CDK6"	"CDK4"	"CDK2"	"RFWD2"	"PPM1D"	"CCND1"	"TNFRSF10B"	"CCND3"	"CCND2"	"SERPINB5"	"RRM2"	"CD82"	"GADD45G"	"DDB2"	"MDM2"	"SIAH1"	"MDM4"	"GADD45B"	"GADD45A"	"BID"	"CHEK1"	"SFN"	"RRM2B"	"CHEK2"	"CCNG1"	"SESN2"	"CCNG2"	"SESN1"	"SESN3"	"SHISA5"	"BAI1"	"RCHY1"	"THBS1"	"IGF1"	"ATR"	"TP73"	"ATM"	"CCNB1"	"CCNB3"	"EI24"	"CDKN1A"	"CCNB2"	"BBC3"	"BAX"	"TSC2"	"APAF1"	"PERP"	"IGFBP3"																																																																																																																																																																																																																																																																																																																																																																																											
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS.html"	"BTRC"	"SAE1"	"CDC16"	"CUL3"	"CUL2"	"CUL5"	"CUL7"	"WWP2"	"KLHL9"	"WWP1"	"ITCH"	"CUL1"	"ANAPC1"	"ANAPC2"	"ANAPC5"	"SOCS3"	"ANAPC4"	"SOCS1"	"SKP2"	"UBE2J1"	"SKP1"	"UBE2J2"	"TRIM37"	"PIAS4"	"HUWE1"	"PIAS3"	"UBR5"	"TRIM32"	"PIAS2"	"PIAS1"	"ANAPC7"	"LOC728622"	"FZR1"	"SYVN1"	"ANAPC13"	"PPIL2"	"UBA7"	"UBA6"	"KEAP1"	"ANAPC10"	"UBE2QL1"	"CDC34"	"ANAPC11"	"RBX1"	"UBE2D4"	"FBXW7"	"UBE2D3"	"FBXW8"	"UBE2D2"	"LOC652346"	"RHOBTB2"	"FBXO4"	"RCHY1"	"TRAF6"	"UBE2D1"	"FBXO2"	"CDC23"	"UBE2L6"	"CDC20"	"UBOX5"	"CDC26"	"UBE2L3"	"CDC27"	"BRCA1"	"UBE2E3"	"CBLC"	"CBLB"	"RNF7"	"NEDD4"	"UBA1"	"UBA2"	"UBA3"	"AIRE"	"SMURF2"	"SMURF1"	"UBE2E2"	"UBE2E1"	"UBE2G1"	"UBE2G2"	"FANCL"	"MGRN1"	"UBE2A"	"DDB1"	"HERC4"	"UBE2F"	"HERC3"	"UBE2I"	"UBE2H"	"HERC2"	"UBE2NL"	"UBE2C"	"HERC1"	"UBE2B"	"RFWD2"	"UBE2N"	"UBE2O"	"UBE2K"	"UBE2M"	"KLHL13"	"DDB2"	"MDM2"	"UBE2W"	"SIAH1"	"UBE2S"	"UBE2U"	"UBE2Z"	"UBE3B"	"XIAP"	"UBE3A"	"PML"	"NHLRC1"	"UBE3C"	"LOC650621"	"STUB1"	"UBE2R2"	"PRPF19"	"ERCC8"	"MAP3K1"	"NEDD4L"	"FBXW11"	"TRIP12"	"UBE4A"	"VHL"	"CBL"	"UBE4B"	"BIRC6"	"LOC652671"	"PARK2"	"MID1"	"BIRC3"	"UBE2Q2"	"BIRC2"	"UBE2Q1"	"CUL4A"	"TCEB2"	"DET1"	"CUL4B"	"TCEB1"																																																																																																																																																																																																																																																																																																																						
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT.html"	"SNAP29"	"STX8"	"STX7"	"BET1"	"USE1"	"TSNARE1"	"STX12"	"STX19"	"STX18"	"STX17"	"STX16"	"SNAP47"	"SEC22B"	"SNAP23"	"STX11"	"SNAP25"	"STX10"	"STX6"	"STX5"	"STX4"	"STX1A"	"STX3"	"STX2"	"VTI1B"	"STX1B"	"VTI1A"	"BNIP1"	"VAMP8"	"VAMP7"	"VAMP5"	"VAMP4"	"BET1L"	"VAMP3"	"GOSR2"	"GOSR1"	"VAMP2"	"VAMP1"	"YKT6"																																																																																																																																																																																																																																																																																																																																																																																																																										
"KEGG_REGULATION_OF_AUTOPHAGY"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_REGULATION_OF_AUTOPHAGY.html"	"IFNA21"	"ATG12"	"BECN1L1"	"IFNA2"	"IFNA1"	"ATG5"	"IFNA7"	"INS"	"IFNA6"	"IFNA5"	"ATG7"	"IFNG"	"IFNA4"	"PIK3C3"	"PRKAA1"	"PRKAA2"	"IFNA8"	"PIK3R4"	"GABARAPL2"	"GABARAPL1"	"BECN1"	"IFNA10"	"ATG3"	"GABARAP"	"ATG4D"	"ATG4C"	"ATG4B"	"ULK1"	"ULK2"	"ATG4A"	"ULK3"	"IFNA14"	"IFNA13"	"IFNA16"	"IFNA17"																																																																																																																																																																																																																																																																																																																																																																																																																													
"KEGG_LYSOSOME"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_LYSOSOME.html"	"HGSNAT"	"GNPTG"	"AP4E1"	"AP1G1"	"LGMN"	"ATP6AP1"	"IDS"	"MCOLN1"	"IDUA"	"NAPSA"	"AP4M1"	"GNS"	"NPC1"	"NPC2"	"NEU1"	"CTSL2"	"NAGLU"	"ACP5"	"PPT2"	"ACP2"	"CTSA"	"PPT1"	"ABCA2"	"CTSL1"	"ATP6V0B"	"SLC11A2"	"ATP6V0C"	"SLC11A1"	"CD68"	"LAPTM5"	"NAGA"	"GALNS"	"GALC"	"SCARB2"	"ENTPD4"	"LAPTM4B"	"ABCB9"	"LAPTM4A"	"GUSB"	"CD63"	"DNASE2"	"LAMP1"	"LAMP2"	"LAMP3"	"CLTCL1"	"ARSB"	"SGSH"	"CLTA"	"CLTB"	"GM2A"	"AP1B1"	"ARSG"	"HEXA"	"HEXB"	"AP3S2"	"AP3S1"	"CLTC"	"ASAH1"	"GLB1"	"AP1S3"	"AP1S1"	"AP1S2"	"TPP1"	"AP3B2"	"ATP6V0D1"	"MAN2B1"	"ATP6V0D2"	"AP3B1"	"CLN3"	"HYAL1"	"CTSZ"	"ATP6V1H"	"CTSS"	"CD164"	"M6PR"	"CTSW"	"DNASE2B"	"CTSK"	"CTSO"	"IGF2R"	"GAA"	"CTSE"	"CTSD"	"SORT1"	"CTSC"	"CTSB"	"CTSH"	"CLN5"	"CTSG"	"CTSF"	"AP1M1"	"MFSD8"	"AP1M2"	"PSAPL1"	"NAGPA"	"GNPTAB"	"AP3M2"	"AP3M1"	"AP3D1"	"GBA"	"AGA"	"TCIRG1"	"PLA2G15"	"LIPA"	"PSAP"	"AP4S1"	"FUCA1"	"MANBA"	"SLC17A5"	"GLA"	"SUMF1"	"SMPD1"	"ARSA"	"ATP6V0A1"	"GGA1"	"AP4B1"	"ATP6V0A4"	"CTNS"	"GGA2"	"GGA3"	"ATP6V0A2"																																																																																																																																																																																																																																																																																																																																							
"KEGG_ENDOCYTOSIS"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ENDOCYTOSIS.html"	"HRAS"	"CHMP4C"	"CHMP5"	"CHMP4B"	"CHMP4A"	"CHMP6"	"FAM125A"	"DAB2"	"WWP1"	"VPS4B"	"GIT2"	"VPS4A"	"DNAJC6"	"STAM"	"ITCH"	"EGFR"	"SH3GL3"	"PLD2"	"RET"	"PLD1"	"VPS45"	"PSD3"	"HLA-A"	"PSD4"	"HLA-C"	"HLA-B"	"PSD2"	"HLA-E"	"HLA-G"	"HLA-F"	"CCR5"	"ARRB2"	"ACAP3"	"ARRB1"	"ACAP1"	"ACAP2"	"PDGFRA"	"PDCD6IP"	"SH3GL2"	"SH3GL1"	"CHMP2A"	"FGFR2"	"ARFGAP1"	"ARFGAP2"	"FGFR4"	"ARFGAP3"	"FGFR3"	"ERBB4"	"ERBB3"	"STAM2"	"ASAP2"	"ASAP1"	"ADRBK2"	"HSPA1A"	"ADRBK1"	"ARF6"	"ASAP3"	"HSPA1B"	"SRC"	"CHMP2B"	"HSPA1L"	"ADRB3"	"LOC652799"	"SNF8"	"EGF"	"IQSEC3"	"TRAF6"	"IQSEC1"	"AP2M1"	"CSF1R"	"IQSEC2"	"GIT1"	"PARD6A"	"PARD6B"	"MET"	"LOC652614"	"KDR"	"EPS15"	"CBLC"	"CBLB"	"RABEP1"	"NEDD4"	"NTRK1"	"GRK6"	"GRK7"	"HGS"	"GRK4"	"SMURF2"	"GRK5"	"PARD6G"	"SMURF1"	"CLTCL1"	"GRK1"	"PIP4K2B"	"CLTA"	"CLTB"	"RAB5B"	"LDLR"	"RAB5C"	"TSG101"	"AP2S1"	"VPS37A"	"PIP5K1B"	"VPS37B"	"CXCR1"	"PIP5K1C"	"CXCR2"	"VPS37C"	"PIP5K1A"	"VPS37D"	"CLTC"	"ZFYVE20"	"CDC42"	"AP2B1"	"SMAP2"	"SMAP1"	"CXCR4"	"AGAP1"	"AGAP2"	"EPN3"	"RAB4A"	"PRKCI"	"LDLRAP1"	"RAB11FIP4"	"RAB11FIP5"	"RAB11FIP2"	"ADRB2"	"RAB11FIP3"	"ADRB1"	"CHMP1B"	"PSD"	"RAB5A"	"SH3KBP1"	"MDM2"	"RAB11FIP1"	"EPN1"	"EPN2"	"PRKCZ"	"PARD3"	"USP8"	"EEA1"	"KIT"	"IGF1R"	"HSPA2"	"SH3GLB2"	"SH3GLB1"	"PIKFYVE"	"HSPA6"	"RAB11B"	"RAB11A"	"IL2RG"	"NEDD4L"	"EHD1"	"EHD2"	"VPS36"	"EHD3"	"HSPA8"	"EHD4"	"STAMBP"	"FAM125B"	"DNM3"	"IL2RB"	"IL2RA"	"DNM1L"	"FLT1"	"VTA1"	"CBL"	"RUFY1"	"AP2A2"	"RAB31"	"TFRC"	"AP2A1"	"RAB22A"	"VPS24"	"VPS28"	"ARAP3"	"ARAP2"	"DNM1"	"ARAP1"	"DNM2"	"F2R"	"VPS25"	"RNF41"																																																																																																																																																																																																																																																																									
"KEGG_PEROXISOME"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PEROXISOME.html"	"ACOX2"	"ACOX1"	"EHHADH"	"PEX6"	"PRDX5"	"PEX5"	"MPV17"	"PEX3"	"PMVK"	"PRDX1"	"AGXT"	"PEX11G"	"PEX7"	"ACOX3"	"FAR1"	"PECR"	"FAR2"	"ACOT8"	"AGPS"	"PEX1"	"PEX2"	"MPV17L"	"PXMP4"	"PXMP2"	"GNPAT"	"DAO"	"NOS2"	"CAT"	"HMGCL"	"NUDT19"	"NUDT12"	"DECR2"	"PECI"	"DDO"	"HAO1"	"DHRS4"	"PEX26"	"HAO2"	"MVK"	"SLC27A2"	"CROT"	"ACAA1"	"XDH"	"HACL1"	"ECH1"	"ABCD1"	"PIPOX"	"ACSL1"	"PEX19"	"GSTK1"	"PEX16"	"ABCD2"	"IDH2"	"PEX14"	"IDH1"	"ABCD3"	"PEX13"	"ABCD4"	"PEX12"	"HSD17B4"	"ACSL4"	"ACSL3"	"PEX10"	"ACSL6"	"ACSL5"	"PAOX"	"AMACR"	"EPHX2"	"CRAT"	"SOD1"	"PHYH"	"SOD2"	"PEX11A"	"PEX11B"	"BAAT"	"MLYCD"	"SCP2"	"SLC25A17"																																																																																																																																																																																																																																																																																																																																																																																		
"KEGG_MTOR_SIGNALING_PATHWAY"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_MTOR_SIGNALING_PATHWAY.html"	"PGF"	"RPS6KB2"	"RPS6KB1"	"AKT1"	"PDPK1"	"EIF4EBP1"	"PIK3CA"	"MLST8"	"CAB39"	"AKT3"	"AKT2"	"PIK3CG"	"BRAF"	"PIK3CB"	"PIK3CD"	"RPTOR"	"DDIT4"	"VEGFB"	"MAPK1"	"VEGFC"	"HIF1A"	"MAPK3"	"VEGFA"	"CAB39L"	"STK11"	"INS"	"PIK3R5"	"PRKAA1"	"PRKAA2"	"PIK3R3"	"FIGF"	"PIK3R1"	"PIK3R2"	"STRADA"	"IGF1"	"RICTOR"	"RPS6"	"EIF4E1B"	"EIF4B"	"RPS6KA6"	"RPS6KA3"	"EIF4E"	"TSC1"	"RPS6KA1"	"RPS6KA2"	"ULK1"	"ULK2"	"TSC2"	"ULK3"	"RHEB"	"MTOR"	"EIF4E2"																																																																																																																																																																																																																																																																																																																																																																																																												
"KEGG_APOPTOSIS"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_APOPTOSIS.html"	"FASLG"	"NFKB1"	"PRKX"	"PRKACG"	"AKT1"	"CASP6"	"PRKAR2B"	"PRKAR2A"	"CASP3"	"MYD88"	"CASP9"	"CASP7"	"IL1RAP"	"CASP8"	"EXOG"	"PIK3CA"	"IL1B"	"CSF2RB"	"PRKACA"	"FAS"	"PRKACB"	"IL1A"	"CHUK"	"AKT3"	"AKT2"	"PIK3CG"	"LOC651610"	"IRAK2"	"IRAK1"	"AIFM1"	"DFFA"	"PIK3CB"	"DFFB"	"RELA"	"PIK3CD"	"CYCS"	"TP53"	"CHP2"	"FADD"	"TNFRSF10A"	"TNFRSF10C"	"TNFRSF10B"	"TNFRSF10D"	"RIPK1"	"MAP3K14"	"NGF"	"BID"	"TRAF2"	"IL1R1"	"TNF"	"XIAP"	"PPP3R1"	"PPP3R2"	"NFKBIA"	"BCL2L1"	"IRAK4"	"IRAK3"	"TNFRSF1A"	"BCL2"	"PPP3CB"	"PPP3CC"	"PIK3R5"	"CHP"	"PPP3CA"	"PIK3R3"	"PIK3R1"	"PIK3R2"	"CFLAR"	"IL3"	"ENDOD1"	"BAD"	"BIRC3"	"CAPN2"	"BIRC2"	"ATM"	"TRADD"	"CAPN1"	"CASP10"	"TNFSF10"	"NTRK1"	"PRKAR1B"	"BAX"	"ENDOG"	"PRKAR1A"	"IKBKG"	"APAF1"	"IKBKB"	"IL3RA"																																																																																																																																																																																																																																																																																																																																																																								
"KEGG_CARDIAC_MUSCLE_CONTRACTION"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_CARDIAC_MUSCLE_CONTRACTION.html"	"UQCRC2"	"ATP1B1"	"UQCRC1"	"SLC9A6"	"ATP1B3"	"ATP1B2"	"TNNC1"	"ATP1B4"	"CYC1"	"COX5A"	"UQCRFS1"	"UQCRQ"	"COX5B"	"UQCR10"	"UQCR11"	"CACNG8"	"CACNG7"	"CACNG6"	"CACNG5"	"COX4I2"	"CACNG4"	"COX4I1"	"MYH7"	"LOC727947"	"CACNG3"	"MYH6"	"CACNG2"	"CACNG1"	"COX6C"	"TNNT2"	"LOC644310"	"UQCRH"	"RYR2"	"UQCRB"	"FXYD2"	"MYL2"	"MYL3"	"COX7B2"	"COX7B"	"CACNB1"	"COX7C"	"CYTB"	"CACNB2"	"CACNB3"	"COX7A2L"	"CACNB4"	"TPM2"	"TPM1"	"TPM4"	"TPM3"	"COX6B1"	"COX6B2"	"ACTC1"	"CACNA2D1"	"SLC8A1"	"COX7A2"	"COX7A1"	"COX8C"	"COX8A"	"ATP1A3"	"ATP1A4"	"ATP1A1"	"ATP1A2"	"CACNA2D3"	"TNNI3"	"CACNA2D2"	"CACNA1S"	"UQCRHL"	"CACNA2D4"	"ATP2A2"	"COX3"	"COX2"	"LOC100130247"	"COX1"	"COX6A2"	"COX6A1"	"CACNA1F"	"CACNA1C"	"CACNA1D"	"SLC9A1"																																																																																																																																																																																																																																																																																																																																																																																
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION.html"	"ADCY3"	"GNA13"	"ADCY4"	"ADCY1"	"ADCY2"	"ADCY7"	"ADCY8"	"GNA11"	"ADCY5"	"GNA12"	"ADCY6"	"PRKG1"	"PRKX"	"PRKACG"	"AGTR1"	"ACTG2"	"PTGIR"	"PLA2G1B"	"PRKACA"	"PRKACB"	"ROCK1"	"BRAF"	"ROCK2"	"MYLK3"	"MYLK2"	"PPP1CC"	"PPP1CB"	"MAPK1"	"PPP1CA"	"MAPK3"	"PLA2G2A"	"PLA2G2C"	"PLA2G2E"	"PLA2G2D"	"PLA2G2F"	"KCNMB3"	"MYL6"	"KCNMB4"	"ADORA2B"	"ADORA2A"	"KCNMB1"	"KCNMB2"	"MYL9"	"MAP2K1"	"MAP2K2"	"CACNA1S"	"PLA2G4A"	"AVPR1B"	"ADRA1B"	"AVPR1A"	"MYH11"	"ADRA1A"	"CACNA1F"	"CACNA1C"	"PLA2G4B"	"CACNA1D"	"ADRA1D"	"PLA2G4E"	"MYLK"	"MRVI1"	"EDNRA"	"PLCB3"	"PLCB4"	"GUCY1A2"	"RHOA"	"GUCY1A3"	"CALCRL"	"PLCB1"	"PLCB2"	"RAMP1"	"PPP1R14A"	"PRKCA"	"KCNMA1"	"RAMP3"	"RAMP2"	"ARHGEF1"	"ACTA2"	"PRKCH"	"PRKCG"	"PRKCE"	"ARHGEF12"	"PRKCD"	"PRKCB"	"ARHGEF11"	"PRKCQ"	"GNAQ"	"PLA2G6"	"GNAS"	"GUCY1B3"	"PLA2G3"	"PLA2G5"	"PPP1R12B"	"CALD1"	"JMJD7-PLA2G4B"	"CYP4A22"	"CALML3"	"MYL6B"	"PLA2G12A"	"PLA2G12B"	"PPP1R12A"	"CALML6"	"CALML5"	"PLA2G10"	"NPR1"	"RAF1"	"NPR2"	"ITPR3"	"ITPR1"	"ITPR2"	"CYP4A11"	"ADCY9"	"ARAF"	"CALM3"	"CALM2"	"CALM1"																																																																																																																																																																																																																																																																																																																																													
"KEGG_WNT_SIGNALING_PATHWAY"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_WNT_SIGNALING_PATHWAY.html"	"PPP2R5B"	"PPP2R5A"	"PPP2R5D"	"BTRC"	"WNT3A"	"PPP2R5C"	"MMP7"	"PRKX"	"CTNNB1"	"WNT2"	"CSNK2A2"	"MAP3K7"	"PRKACG"	"WNT1"	"WNT4"	"WNT3"	"CSNK2A1"	"PRKACA"	"PRKACB"	"WNT6"	"CUL1"	"WNT10A"	"WNT10B"	"VANGL1"	"ROCK1"	"ROCK2"	"VANGL2"	"CHP2"	"SKP1"	"EP300"	"JUN"	"MAPK9"	"PPP2R5E"	"MAPK8"	"LOC728622"	"WNT5A"	"WNT5B"	"CXXC4"	"DAAM1"	"DAAM2"	"RBX1"	"RAC2"	"RAC3"	"RAC1"	"CACYBP"	"AXIN2"	"AXIN1"	"DVL2"	"DVL3"	"TCF7"	"CREBBP"	"SMAD4"	"SMAD3"	"SMAD2"	"PORCN"	"DVL1"	"SFRP5"	"SFRP1"	"PRICKLE1"	"SFRP2"	"SFRP4"	"PRICKLE2"	"WIF1"	"PPARD"	"PLCB3"	"PLCB4"	"FRAT1"	"RHOA"	"FRAT2"	"SOX17"	"PLCB1"	"FOSL1"	"MYC"	"PLCB2"	"PPP2R1B"	"PRKCA"	"PPP2R1A"	"TBL1XR1"	"CTBP1"	"CTBP2"	"TP53"	"LEF1"	"PRKCG"	"PRKCB"	"CTNNBIP1"	"SENP2"	"CCND1"	"PSEN1"	"CCND3"	"CCND2"	"WNT9B"	"WNT11"	"SIAH1"	"RUVBL1"	"WNT9A"	"CER1"	"NKD1"	"WNT16"	"NKD2"	"APC2"	"CAMK2G"	"PPP3R1"	"PPP3R2"	"TCF7L2"	"TCF7L1"	"CHD8"	"PPP2CA"	"PPP2CB"	"PPP3CB"	"NFAT5"	"CAMK2D"	"PPP3CC"	"NFATC4"	"CAMK2B"	"CHP"	"PPP3CA"	"NFATC2"	"NFATC3"	"FBXW11"	"CAMK2A"	"WNT8A"	"WNT8B"	"APC"	"NFATC1"	"CSNK1A1"	"FZD9"	"FZD8"	"NLK"	"FZD1"	"CSNK2B"	"CSNK1A1L"	"FZD3"	"FZD2"	"MAPK10"	"FZD5"	"FZD4"	"FZD7"	"DKK4"	"WNT2B"	"FZD6"	"DKK2"	"FZD10"	"WNT7B"	"DKK1"	"CSNK1E"	"GSK3B"	"LRP6"	"TBL1X"	"WNT7A"	"LRP5"	"TBL1Y"																																																																																																																																																																																																																																																																																																									
"KEGG_DORSO_VENTRAL_AXIS_FORMATION"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_DORSO_VENTRAL_AXIS_FORMATION.html"	"ETV7"	"LOC652554"	"GRB2"	"CPEB1"	"KRAS"	"SOS1"	"SOS2"	"PIWIL1"	"PIWIL2"	"PIWIL3"	"PIWIL4"	"ETV6"	"EGFR"	"MAP2K1"	"SPIRE1"	"SPIRE2"	"NOTCH3"	"FMN2"	"NOTCH2"	"MAPK1"	"NOTCH1"	"ETS1"	"ETS2"	"NOTCH4"	"MAPK3"																																																																																																																																																																																																																																																																																																																																																																																																																																							
"KEGG_NOTCH_SIGNALING_PATHWAY"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_NOTCH_SIGNALING_PATHWAY.html"	"MFNG"	"APH1A"	"JAG2"	"JAG1"	"CIR1"	"NUMB"	"PSENEN"	"MAML3"	"RBPJL"	"LFNG"	"PTCRA"	"DTX4"	"DVL2"	"KAT2A"	"DVL3"	"CTBP1"	"KAT2B"	"CTBP2"	"DTX1"	"DTX3L"	"DTX2"	"MAML1"	"MAML2"	"DTX3"	"CREBBP"	"DLL3"	"DLL1"	"SNW1"	"RFNG"	"DVL1"	"NUMBL"	"NCSTN"	"HES1"	"NOTCH3"	"NOTCH2"	"NOTCH1"	"HDAC2"	"EP300"	"HDAC1"	"PSEN1"	"HES5"	"DLL4"	"PSEN2"	"NOTCH4"	"ADAM17"	"RBPJ"	"NCOR2"																																																																																																																																																																																																																																																																																																																																																																																																																	
"KEGG_HEDGEHOG_SIGNALING_PATHWAY"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_HEDGEHOG_SIGNALING_PATHWAY.html"	"WNT3A"	"BTRC"	"STK36"	"GLI2"	"GLI3"	"SHH"	"PRKX"	"ZIC2"	"GLI1"	"WNT2"	"PRKACG"	"WNT1"	"WNT4"	"WNT3"	"RAB23"	"PRKACA"	"HHIP"	"PRKACB"	"WNT6"	"IHH"	"WNT10A"	"WNT10B"	"CSNK1G1"	"CSNK1G2"	"SMO"	"WNT9B"	"WNT11"	"CSNK1G3"	"WNT9A"	"WNT5A"	"DHH"	"WNT16"	"WNT5B"	"SUFU"	"FBXW11"	"WNT8A"	"WNT8B"	"CSNK1A1"	"BMP4"	"BMP2"	"CSNK1A1L"	"GAS1"	"WNT2B"	"WNT7B"	"CSNK1D"	"CSNK1E"	"GSK3B"	"PTCH1"	"PTCH2"	"BMP7"	"LRP2"	"WNT7A"	"BMP5"	"BMP8B"	"BMP6"	"BMP8A"																																																																																																																																																																																																																																																																																																																																																																																																								
"KEGG_TGF_BETA_SIGNALING_PATHWAY"	"http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_TGF_BETA_SIGNALING_PATHWAY.html"	"NOG"	"E2F4"	"ACVRL1"	"LTBP1"	"E2F5"	"GDF7"	"GDF6"	"GDF5"	"FST"	"TGFB3"	"RPS6KB2"	"RPS6KB1"	"TGFB1"	"ACVR1C"	"TGFB2"	"CDKN2B"	"ZFYVE16"	"ZFYVE9"	"IFNG"	"RHOA"	"MYC"	"CUL1"	"PITX2"	"PPP2R1B"	"PPP2R1A"	"RBL2"	"ROCK1"	"ROCK2"	"NODAL"	"RBL1"	"SKP1"	"LEFTY1"	"INHBB"	"ACVR2A"	"AMH"	"INHBA"	"MAPK1"	"ACVR2B"	"EP300"	"INHBE"	"MAPK3"	"INHBC"	"ACVR1"	"LOC728622"	"TNF"	"BMPR2"	"DCN"	"RBX1"	"COMP"	"PPP2CA"	"LEFTY2"	"PPP2CB"	"THBS1"	"THBS2"	"THBS3"	"TFDP1"	"THBS4"	"BMP4"	"AMHR2"	"BMP2"	"SMAD9"	"SMAD7"	"SMAD6"	"TGFBR1"	"TGFBR2"	"CREBBP"	"SMAD5"	"SMAD4"	"SMAD3"	"SMAD2"	"SMAD1"	"SP1"	"ID2"	"ID1"	"ID4"	"SMURF2"	"SMURF1"	"ID3"	"BMP7"	"BMPR1B"	"CHRD"	"BMP5"	"BMP8B"	"BMP6"	"BMPR1A"	"BMP8A"																																																																																																																																																																																																																																																																																																																																																																										
